ランキングプッシュメッセージ,ランキングカード内の短い訴求文,"2025年のイチ押し！<br>業界屈指のコスパ","120院以上展開<br>成功率94%の実績","厚労省承認マシン<br>科学的に脂肪を減らす","3ヶ月で-16kg！<br>施術中に寝るだけ！","大手美容クリニック<br>メニュー豊富","痩身専門20年以上！<br>信頼ある施術！"
実績,比較表の実績欄,"ダイエット成功率99％<br>平均13.7kg減","全国120院以上<br>モニター実績多数",ダイエット成功率94%,"リバウンドしない率99.8%",症例数No.1<br>全国200院以上,"20年以上の実績<br>症例数100万件以上"
特典,比較表の特典欄,"初回カウンセリング無料（要確認）<br>オンライン診療対応（要確認）","初回相談（要確認）<br>オンライン診療（要確認）","初回カウンセリング無料（要確認）<br>モニター募集（要確認）","初回カウンセリング無料（要確認）<br>用量調整の定期フォロー（要確認）","初回価格あり（要確認）<br>オンライン診療（要確認）","初回カウンセリング無料（要確認）<br>栄養指導の併用（要確認）"
人気プラン,比較表の人気プラン,GLP-1,クールスカルプティング（脂肪冷却）,GLP-1,GLP-1,GLP-1,痩身治療プラン
医療機器,比較表の医療機器一覧,"クールスカルプティング（脂肪冷却）<br>医療用EMS<br>医療ハイフ<br>医療ラジオ波","クールスカルプティング（脂肪冷却）<br>EMS<br>ハイフ","脂肪冷却装置<br>医療用EMS<br>医療電磁場装置<br>医療ラジオ波","脂肪冷却<br>医療用EMS<br>医療ハイフ","脂肪冷却<br>医療用EMS<br>医療ハイフ<br>ラジオ波","高周波治療<br>クールスカルプティングエリート<br>医療EMS(Exe't/エグゼット)"
注射治療,比較表の注射治療一覧,"GLP-1<br>脂肪溶解注射<br>ダイエット点滴",提供無し,"GLP-1<br>脂肪溶解注射<br>オルリスタット（要確認）","GLP-1<br>ダイエット点滴（要確認）","GLP-1（要確認）","GLP-1（要確認）"
対応部位,比較表の対応部位,"下腹部<br>二の腕<br>腰<br>太もも<br>背中など<br>脂肪が付きやすい部位","お腹/太もも/二の腕/背中/顎下など","顎下<br>二の腕<br>腹部<br>太もも<br>背中など","顎下<br>二の腕<br>腹部<br>腰<br>太もも<br>お尻<br>ふくらはぎ","顎下<br>二の腕<br>腹部<br>腰<br>太もも<br>ふくらはぎなど","顔<br>二の腕<br>腹部<br>下半身<br>その他全身"
モニター割,比較表のモニター割引,"あり<br>75％OFF","あり<br>最大93%OFF（各院毎月100名）","あり<br>最大79%OFF","あり<br>最大80%OFF","あり<br>条件により異なる","あり<br>最大41%OFF"
返金保証,比較表の返金保証,痩せなかったら返金,"あり（※条件付き）",痩せなかったら返金,痩せなかったら全額返金,一部施術で返金保証あり,"あり<br>(痩身治療プラン限定)"
比較表の注意事項,比較表の注釈内容を記載,"""「通院者の99%が体重減少効果あり」※最終体重測定2023/2/1～2023/7/31で薬なし、食事指導なしを除く、3ヶ月コース（ビューティー/リピート除く）の契約終了者が対象。効果には個人差があります。初回体重50kg以上or初回BMI25以上の方限定。<br>「平均13.7kg減量」※2023/2/1~7/31の3ヶ月コース（楽やせ食事指導なし、ビューティーリピートを除く）全卒業者が対象<br>「12ヶ月分 0円」※支払総額193,992円を64回、月々3,000円に分割し、12ヶ月分（12回分）の分割金が減額されます。※他キャンペーンとの併用不可※当社指定の信販会社で契約をした方限定※コースのみ契約者適用※契約時の申し出のみ有効。<br>「モニター75%OFF」※1～3：他キャンペーンと併用不可／契約時の申し出のみ有効コースご契約者様限定、但し一部コースを除く※3：医師の判断で適用できない場合がございます。<br>「痩せなかったら全額返金保証」※他のキャンペーンの併用不可※初回ご来院時測定体重を元に目標体重を設定し、減量率が50%未満の場合、契約終了を条件に全額返金の適用を受けられます※契約時に同意書契約を結んだ場合のみ適用※落ち幅3.0%での計算に限る※中途解約手数料なし。<br>「脂肪冷却１ヶ月分無料」※※3ヵ月以上のコースのみ適用※契約時の申し出のみ有効※他キャンペーンとの併用不可""","""「最大79%OFF」※他キャンペーンとの併用不可 ※モニター協力が条件となります<br>「ダイエット成功率94%」※当院で3ヶ月以上継続された方の統計データ（2023年度実績）<br>「全額返金保証」※他キャンペーンとの併用不可 ※契約時に同意契約書を結んだ場合のみで適用<br>※ 一般料金とは写真公開などのモニター割引を適用しない料金です。<br>※ モニター募集要項｜男女共通：治療開始前後の体重測定・治療に関するアンケート等にご協力いただける方（その他の詳細はカウンセリング時にご案内いたします）<br>※1 キャンペーン適用時の料金です。<br>※2 選べる美容施術は、初回施術時より施術可能です。各施術内容詳細は下部に別途記載しております。<br>※3 提携状況によっては、ピラティスかパーソナルジムのどちらか１つの場合もございます。<br>※ 自由診療のため保険適用外<br>※ 掲載料金は予告なく変更される場合がございます。""","""「最大80%OFF」※モニター割引適用時 ※他キャンペーンとの併用不可<br>「ダイエット成功率94%」※当院で3ヶ月以上継続された方の統計データ<br>「返金保証」※条件付き ※詳細は無料カウンセリングでご確認ください""","""「痩せなかったら全額返金」※一部適用条件がございます。契約時に同意書の締結をした場合のみ適用。<br> 「リバウンドしない率99.8％」※2023年7月〜2024年」10月までのコース卒業者対象。""",,"""※返金保証は痩身治療プラン限定です。 <br>※キャンペーンは予告なく終了する場合があります。 <br>※モニターにはクリニックの審査があります。"""
詳細タイトル,案件詳細セクションのh3タイトル,99%が実感した医療痩せ！,医療の力で本気のボディメイク,次世代医療！,次世代技術で脂肪細胞を破壊,医療の力で楽して痩せる,20年以上の実績を誇るクリニック
詳細サブタイトル,案件詳細セクションのpタグ,我慢・失敗・リバウンド防止,医療と食事指導で理想の姿へ,成功率94%の実績,今なら15ヶ月分が0円！,豊富なメニューで最適な痩身治療,医師・管理栄養士が徹底サポート
詳細バナー画像パス,各クリニックの詳細バナー画像,/images/clinics/dio/dio_detail_bnr.webp,"/images/clinics/eminal/eminal_detail_bnr.webp",/images/clinics/urara/urara_detail_bnr.webp,/images/clinics/lieto/lieto_detail_bnr.webp,/images/clinics/sbc/sbc_detail_bnr.webp,/images/clinics/dsc/dsc_detail_bnr.jpg
特徴タグ,案件詳細セクションの特徴タグ,"# 医療ダイエット<br># 医療痩身<br># リバウンド防止<br># 医師監修<br># 栄養士指導<br># 切らない痩身<br># 19時以降OK<br># 駅チカ<br># 完全個室","# メディカルダイエット<br># ボディメイク<br># 痩身<br># 部分痩せ<br># リバウンド防止<br># 医療ハイフ<br># 脂肪冷却<br># エミナルクリニック<br># 全国展開","# 医療ダイエット<br># 医療痩身<br># 美痩身<br># リバウンド防止<br># 医師監修<br># 管理栄養士指導<br># 切らない痩身<br># 駅チカ<br># 健康的に美しく","# 医療ダイエット<br># 医療痩身<br># リバウンド防止<br># 医師監修<br># 管理栄養士指導<br># 切らない痩身<br># 駅チカ<br># 完全個室","# 医療ダイエット<br># 部分痩せ<br># クールスカルプティング<br># 脂肪溶解注射<br># GLP1<br># サクセンダ<br># リバウンド防止<br># 食事指導<br># 湘南美容クリニック","# 医療ダイエット<br># 医療痩身<br># 部分痩せ<br># 医師監修<br># 管理栄養士指導<br># 漢方処方<br># 20時まで診療<br># 駅チカ<br># 完全個室"
料金,案件詳細セクションの料金,"通常価格24800円<br>80%OFF 月々4900円","""通常価格1,540,000円<br>93%OFF 107,800円(税込)※実質負担""","""通常価格45591円<br>79%0FF<br>月々9780円""","""通常価格49600円<br>80%0FF 月々9600円""","""クールスカルプティング®<br>1エリア 29800円～""","""痩身治療プラン<br>月々8,800円〜"""
目安期間,案件詳細セクションの目安期間,"-5〜10kg：約3ヶ月<br>-10kg以上：約5ヶ月","-5kg：約1ヶ月<br>※目安期間は個人差があります","-5〜10kg：約3ヶ月","-5〜10kg：約6ヶ月","施術内容による<br>ダウンタイムほとんどなし","2ヶ月プラン、3ヶ月以上のプランあり"
営業時間,案件詳細セクションの営業時間,"平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始","平日11:00〜21:00<br>休診日：年末年始<br>院により異なる。","平日10:00〜20:00<br>土日祝日10:00〜20:00","平日10:00〜20:00<br>土日祝日10:00〜20:00<br>休診日：年末年始",店舗により異なる<br>多くは10:00〜19:00,"11:00〜20:00<br>休診日：年末年始"
対応部位,案件詳細セクションの対応部位,下腹部/二の腕/腰/太もも/背中など/脂肪が付きやすい部位,"お腹/太もも/二の腕/背中/顎下など",顎下/二の腕/腹部/太もも/背中など,顎下/二の腕/腹部/腰/太もも/お尻/ふくらはぎ,顎下/二の腕/腹部/腰/太もも/ふくらはぎなど,顔／二の腕／腹部／上半身／下半身／その他
店舗,案件詳細セクションの店舗,"北海道／宮城／東京／埼玉／<br>神奈川／千葉／愛知／京都／<br>大阪／兵庫／広島／福岡","全国120院以上<br>（北海道・東北・関東・中部・近畿・中国・四国・九州・沖縄）","東京 (新宿、銀座)",池袋／横浜／名古屋,日本全国および海外に展開,東京（渋谷）
公式サイトURL,各クリニックの公式サイトURL,https://dioclinic.jp/,"https://eminal-clinic.jp/",https://urara-clinic.jp/,https://lieto-clinic.jp/,https://www.s-b-c.net/,https://dsclinic.jp/
CTAボタン1テキスト,詳細セクションのCTAボタン1,無料カウンセリングはコチラ,無料カウンセリングはコチラ,無料カウンセリングはコチラ,無料カウンセリングはコチラ,無料カウンセリングはコチラ,無料カウンセリング予約
CTAボタン2テキスト,詳細セクションのCTAボタン2,ディオクリニックの公式サイト,エミナルクリニックの公式サイト,ウララクリニックの公式サイト,リエートクリニックの公式サイト,湘南美容クリニックの公式サイト,DSクリニックの公式サイト
POINT1タイトル,案件詳細セクションのPOINT1タイトル,医師管理のGLP-1治療,生活習慣と併用するGLP-1,段階的な用量調整とフォロー,対面/オンラインでの継続支援,幅広い選択肢から最適提案,チーム体制で伴走
POINT1内容,案件詳細セクションのPOINT1内容,GLP-1の作用で食欲を抑える方針を採用。医師の診療下で体調を確認しながら少量から開始し、必要に応じて調整。※自由診療／効果・期間には個人差があります。,食事・運動の習慣づけと併用して段階的な減量を目指す。副作用や禁忌を説明のうえで適応を判断。,吐き気など初期症状に配慮し、少量からの用量調整と定期モニタリングで安全性に配慮。,通院とオンラインフォロー（要確認）を組み合わせ、継続しやすい環境を整備。,GLP-1のほか注射/内服などから体質・希望に合わせて選択（要確認）。,医師・看護師・栄養指導のチームで行動変容をサポート。
POINT2タイトル,案件詳細セクションのPOINT2タイトル,副作用と禁忌への配慮,安全性に配慮したモニタリング,食事・運動のサポート,オンライン相談で不安を軽減,継続しやすいフォロー体制,日常に合わせた提案
POINT2内容,案件詳細セクションのPOINT2内容,吐き気・便秘などが出た場合の対処を案内。既往歴により適用不可のケースあり（医師判断）。,定期的な診療で体調を確認し、必要に応じて用量や頻度を見直し。,食事量・たんぱく質・水分摂取のガイドと軽運動の併用で無理なく継続。,LINE等での相談窓口（要確認）により疑問を早期解消。,自己注射/内服など投与方法に応じた指導（要確認）。,仕事・学業のスケジュールに合わせた通院/オンライン併用（要確認）。
POINT3タイトル,案件詳細セクションのPOINT3タイトル,費用の目安と解約条件を明確に,初期費用と月額の見通し,通院負担の軽減,継続しやすいプラン,全国展開の受診利便性,アフターサポートの継続
POINT3内容,案件詳細セクションのPOINT3内容,初期費用・月額・解約条件を事前に確認。オンライン診療の可否や再診料も併せてチェック。,費用総額がわかる見積もり提示を重視（要確認）。各種割引・支払方法は事前に確認。,オンライン診療や自己注射の可否で通院頻度を調整（要確認）。,用量調整の段階に合わせて費用・通院頻度を最適化（要確認）。,近隣院の有無、予約の取りやすさを確認。,減量後のフォロー有無と頻度を確認（要確認）。
キャンペーンテキスト,INFORMATIONのキャンペーン内容,期間限定キャンペーン<br>12ヶ月分0円,"最大93%OFF<br>各院毎月100名限定",期間限定<br>最大79%OFF,OPNE記念<br>15ヶ月分無料！,新規限定<br>お得なキャンペーン実施中,"脂肪買取キャンペーン<br>1kg痩せるごとに1万円キャッシュバック"
口コミ1タイトル（コスパ）,口コミセクション1つ目のタイトル（コスパタブ）,ストイックな運動より効果的！,３ヶ月で6キロ！,25キロ減量に成功！,若い頃の体型に戻れました！,顎下の脂肪減少効果に満足,2ヶ月で4kg減！
口コミ1内容（コスパ）,口コミセクション1つ目の内容（コスパタブ）,某スポーツジムでストイックに食事管理をしても減らなかった体重が、薬で無理なく減っていきビックリしました。え、あの辛い運動や糖質制限はなんだったんだろう…。,医療ダイエットで通ってます！３ヶ月で6キロ落ちてて、周りにも痩せたねって言われるようになりました✨,25キロ弱体重を落とせました。自分1人の力だけでは絶対になし得なかったので良かったと思ってます。,6カ月間通い終わり、80kgあった体重が62kgになり、体脂肪率は40%から27%に。昔のジーンズをはいてみたり、若い頃に戻ったようです。,顎下の脂肪が少し減ったような気がして満足しています。他の人には分からない変化かもしれませんが、自分にとってはわかるレベルです。アフターケアは必要ありませんでした。施術後は一時的な腫れやむくみ感がありましたが、数日後には気にならなくなりました。,プランに高周波治療をつけた内容で2ヶ月間通いました。体重が4kgほど落ちたのでよかったです。食事は気をつけましたがそこまで運動はしていなかった中で減っていったので無理をしすぎず痩せれたと思います。
口コミ2タイトル（コスパ）,口コミセクション2つ目のタイトル（コスパタブ）,2ヶ月で8キロ減！,2ヶ月で8キロ減！,3ヶ月で10キロ減！辛くない,不安からのスタートでしたが、今は大満足！,満足度高く、次回もお願いしたい！,8キロくらい痩せました！
口コミ2内容（コスパ）,口コミセクション2つ目の内容（コスパタブ）,なかなかジムなどに通っても減らなくなってしまっていましたが、こちらに通い始めて2ヶ月ぐらいで8キロぐらい減らすことができました！,なかなかジムなどに通っても減らなくなってしまっていましたが、こちらに通い始めて2ヶ月ぐらいで8キロぐらい減らすことができました！,3ヶ月の契約をして結果10キロの減量できました。特に辛いこともなく順調だったと思います。,なんと85kgあった体重が70kgに！正直、最初は効果があるか不安でしたが、結果が出て大満足です。適正体重を取り戻せたので、今後もキープしたいです。,このクリニックで施術を受けて数ヶ月後の変化が楽しみです。いつも履いているスカートが緩くなったような気がして満足しています。アフターケアではお風呂の時間を長くとったり、バランスの良い食事を摂るように心掛けました。,8キロくらい痩せましたが、驚いたのが、食べるものは変わったものの、量はそこそこ食べられてて、そんなに辛くないこと。もともと自分が甘いものとか食べなくても大丈夫なタイプなのはあったけど、これで痩せたのはちょっとビックリ。
口コミ3タイトル（コスパ）,口コミセクション3つ目のタイトル（コスパタブ）,周りから痩せたと言われる！,順調に体重が落ちている！,きつい運動なしで6kg減！,見た目も体重も変化を実感！,効率的な施術とお得なクーポン,2ヶ月目で6キロ落ちました！
口コミ3内容（コスパ）,口コミセクション3つ目の内容（コスパタブ）,2ヶ月たって、周りの人から痩せたねと言われることが多くなりました！サクセンダのおかげで空腹感をあまり感じずに食事制限することが出来ました！,看護師の方は、皆さんとても感じがよく、施術時に痛みなどないかもお声がけを頻繁にしてくださり、安心して通うことができています。今の所、体重も順調に落ちており、このまま、目標達成まで頑張りたいです。,3ヶ月で6kg減でした！(継続中) きつい運動や厳しい食事制限も無い中で、順調に体重減少しているので、良かったです。,今の時点では見た目にも体重的にも効果は出てきていると思うのでやって後悔はしていません。,このクリニックで一万円引きのクーポンを利用して、効率的に最新のクルスカ施術を受けることができました。アフターケアは特に必要なく、内出血もなく日常生活に支障がありませんでした。回数を重ねるごとにお腹のスッキリ感も実感しています。,初回に無料カウンセリングがあり、自分の体型、予算に合ったプランを掲示してくれます。高周波、漢方、食欲を抑える薬等で3ヶ月プランを契約して、2ヶ月目で6キロ程落ちました。
口コミ1タイトル（通いやすさ）,口コミセクション1つ目のタイトル（通いやすさタブ）,言葉遣いが丁寧！,店頭で予約も取れた！,多角的なアプローチで効果的！,丁寧な対応と万全のフォローで安心,アクセスの良さも魅力！,渋谷駅から通いやすい！
口コミ1内容（通いやすさ）,口コミセクション1つ目の内容（通いやすさタブ）,言葉遣いも、めちゃくちゃ丁寧で、こちらが恐縮してしまうくらい、しっかり教育もされていたので、毎回、気持ち良く通わせて頂きました。ありがとうございました。,施術も丁寧で寒さ対策などもして下さり、店頭で予約も取れてとても良いです,医療美容ということで施術と並行して点滴や錠剤など多角的にダイエットと向き合いました。管理栄養士による栄養指導もあり、モチベーションを保つには最適な環境でした。,予約の取りやすさや対応の丁寧さが素晴らしい。施術後のフォローも含め、疑問や不安があればすぐに相談できて助かります！,このクリニックで二の腕の施術を受けました。予約の取りやすさとアクセスの良さも魅力です。私は効果を実感できているため、今後も利用したいと思っています。,渋谷駅から歩いて行きやすいの場所にあり、通いやすいです。スタッフの方もフレンドリーで、いろいろおすすめの情報を教えていただき助かっています。
口コミ2タイトル（通いやすさ）,口コミセクション2つ目のタイトル（通いやすさタブ）,清潔感があり丁寧な対応,学生なので値段が心配でしたが、、、,スタッフが素晴らしい！,駅近で会社帰りにも◎,予約が取りやすくて効果も早い！,予約も取りやすかった！
口コミ2内容（通いやすさ）,口コミセクション2つ目の内容（通いやすさタブ）,院内は清潔感があって、スタッフはどの方も丁寧で優しいです。距離感は付かず離れずの丁度良い感じでした。,大学生なので金銭面と効果が心配だったのですが、看護師さんに相談したところ、費用を抑えられて効果があるコースを勧めていただきました。,関わっていただいた全てのスタッフの方々が本当に感じが良いので毎週通うのが苦ではなかったです。,駅近で会社帰りに行きやすく、仕事が終わってから毎回通わせていただいています。ここで独自に出されているプロテインは飲みやすく、置き換えしやすい。,六本木店で施術を受けました。予約が取りやすく、施術も早くてダウンタイムもなかったのでおすすめです。効果は最初は感じられませんでしたが、1ヶ月後に顎下の肉がかなり減っていることに気づきました。,スタッフの方がみなさんとても親切でした。無理なく減量できて、食べすぎた日も体重が減らなかった時期もめて伸ばしてもらえたように感じます。このようなクリニックで比較的予約が取りやすかったところも魅力でした。
口コミ3タイトル（通いやすさ）,口コミセクション3つ目のタイトル（通いやすさタブ）,栄養士さんが熱心！,店内がいつも綺麗！,運動嫌いでも6キロ減！,急な予定変更にも柔軟に対応！,通いやすく、乾燥対策もバッチリ！,無理だと思ってた40kg台！
口コミ3内容（通いやすさ）,口コミセクション3つ目の内容（通いやすさタブ）,受付の方の対応も、とても落ち着いていて且つ優しくて、ほっとします。栄養士さんが糖質の摂り方など、熱心に教えてくださるので、楽しくて勉強になります。,不安点や不明点もすぐ解消してくださるので、不安なくいつも施術して頂いてます。店内も綺麗で、とても通いやすいです。,食習慣が変わったり運動が嫌いですが3〜4ヶ月で6キロほど体重も落ちました。予約も比較的取りやすく駅からも近いので無理なく通えました。,みなさん優しく、丁寧な対応をしていただけるので、安心して通えます！仕事都合で急なキャンセルや予約変更にも対応していただけるところも、通いやすいです！,待合室に飴や飲み物が用意されており、乾燥対策もばっちりです。,52kgあった体重が47.7kgに！無理だと思ってた40kg台を体験でき、感無量です。スタッフの皆様も優しく、毎回嬉しいお声かけをいただいて通うのがすごく楽しみでした。
口コミ1タイトル（スタッフ）,口コミセクション1つ目のタイトル（スタッフタブ）,人生一度きり！頑張ります,丁寧な施術でした！,投薬なしで3キロ減！,接遇レベルの高さに感動！,信頼できる！,とにかくスタッフの皆さんが優しい！
口コミ1内容（スタッフ）,口コミセクション1つ目の内容（スタッフタブ）,今まで色んなことをしても痩せられなかったので、人生一度きりだと思い通うことを決めました。1ヶ月で、食事制限などが苦手な私でも、−５㌔落ちました！,照射の痛みや部屋の温度など都度聞いてくださり、丁寧に施術していただきました。ありがとうございました。,初めに投薬なしで3ヶ月間リバースエイジングコースをし、体重が3㌔ほど痩せました。スタッフの方々も皆さん、優しく、毎日楽しく通わせてもらっています。,美容クリニックは施術が大事なのはもちろんですが、接遇のレベルが高いと次もまた来たくなりますね！スタッフの皆さんの気遣いが素晴らしく、いつも快適に過ごせてます。,中島先生の施術がとても丁寧で、毎回希望を聞いてから施術してくださるので信頼しています。看護師さんも話しやすく、またお願いしたいクリニックです。,初めてのダイエットクリニックだったので、最初はドキドキでしたが、とにかくスタッフの皆さんが優しくて丁寧。安心して相談できました。
口コミ2タイトル（スタッフ）,口コミセクション2つ目のタイトル（スタッフタブ）,栄養士の指導で結果が出た！,痛くもなくてビックリ！,教育が行き届いている！,分かりやすいカウンセリング,安心して相談できるクリニック,性格に合わせて指導をしてくれる！
口コミ2内容（スタッフ）,口コミセクション2つ目の内容（スタッフタブ）,栄養士の先生の指導と最先端の機材を使った施術でしっかりと結果が出ました。無理のない範囲で食事指導もして頂き、停滞したら新しい一手を提案して貰えるので、頑張れます。,最初は痛いのかとか本当に出来るのかとか色んな不安がありましたが、施術を実際にし始めると、痛くもなくて、こんな風に受けることで脂肪細胞を壊してくれたり筋力もつけることが出来るのかと思うとビックリしてます。,16回の通院の中、医師、看護師、管理栄養士の方々の対応はとても丁寧で、教育が行き届いているという印象を受けました。,カウンセリングの際、その都度分からないことがあるか確認していただけたのでプランの内容も理解しやすかったです！看護師さん達もとても丁寧で、終始安心して受けられます。,このクリニックの対応にいつも満足しています。上腹部の出っ張りが気にならなくなったので、施術を受けて良かったと思っています。アフターケアは特に何もしなかったけれど、痛みや腫れもすぐに消えました。,丁寧に説明をしてもらい、自分が何からやっていかないと見た目や体重が落ちないかを理解出来ました。特に食事面は、細かく私の性格にも合わせてくれる指導をしてくださるのでありがたいです。
口コミ3タイトル（スタッフ）,口コミセクション3つ目のタイトル（スタッフタブ）,1ヶ月半で簡単に体重が落ちた！,声がけもあって安心♪,専門知識で安心施術！,心からおすすめしたいクリニック,アフターケアーの効果には不満あり,リラックスした雰囲気♪
口コミ3内容（スタッフ）,口コミセクション3つ目の内容（スタッフタブ）,約1か月半たち、自分ではどうしても落とさなかった体重が、簡単に落とせてびっくりです！通うたびに変化が出るので、とてもモチベーションが上がります！！,ハイフでお世話になりました。 担当してくれた方がとても丁寧に施術をしてくださりすごく感じも良くて、声がけもしてくれて安心して任せられました。,スタッフさんが明るくて優しかったので不安な施術も安心して受けられました。専門的な知識を教えてくださったり栄養指導もしてくれるので無理なく出来ました。,スタッフのみなさんお一人お一人がとてもご親切ご丁寧な対応で驚きました。リエートクリニックは本当におすすめなので、ぜひとも、たくさんの方に紹介したいです！！,美容整形を受けてから1ヶ月経ちましたが、まだ効果を感じることができていません。クリニックからは3ヶ月後に効果が出ると言われましたが、即効性がないため、金額に見合った効果を得られているとは思えません。また、アフターケアーも自分で頑張っています。,スタッフの方全員が優しく、丁寧に対応してもらえるため、美容クリニック初心者の私も通いやすく、リラックスした雰囲気で、とても良いです。
INFORMATIONキャンペーンテキスト,INFORMATIONセクションのメインキャンペーンテキスト,今なら12ヶ月分が0円！<br>痩せなければ返金保証あり,モニタープランで<br>大幅割引実施中,痩せなければ返金保証<br>さらに脂肪買取制度あり,モニター最大80％OFF<br>痩せなければ返金保証あり,期間限定キャンペーン<br>モニター募集中,"脂肪買取キャンペーン実施中<br>痩せなければ返金保証あり"
INFORMATIONサブテキスト,INFORMATIONセクションのサブテキスト,＼外来実績50万件以上の実績で安心／,＼全国120院以上の安心ネットワーク／,＼ダイエット成功率94％の実績／,＼リバウンドしない率99.8％／,＼症例実績30万件以上の実績／,＼20年以上の実績とチーム医療で安心／
INFORMATION確認事項,INFORMATIONセクションの確認事項（注意書き）,"""「通院者の99%が体重減少効果あり」※最終体重測定2023/2/1～2023/7/31で薬なし、食事指導なしを除く、3ヶ月コース（ビューティー/リピート除く）の契約終了者が対象。効果には個人差があります。初回体重50kg以上or初回BMI25以上の方限定。<br>「平均13.7kg減量」※2023/2/1~7/31の3ヶ月コース（楽やせ食事指導なし、ビューティーリピートを除く）全卒業者が対象<br>「12ヶ月分 0円」※支払総額193992円を64回、月々3000円に分割し、12ヶ月分（12回分）の分割金が減額されます。※他キャンペーンとの併用不可※当社指定の信販会社で契約をした方限定※コースのみ契約者適用※契約時の申し出のみ有効。<br>「モニター75%OFF」※1～3：他キャンペーンと併用不可／契約時の申し出のみ有効コースご契約者様限定、但し一部コースを除く※3：医師の判断で適用できない場合がございます。<br>「痩せなかったら全額返金保証」※他のキャンペーンの併用不可※初回ご来院時測定体重を元に目標体重を設定し、減量率が50%未満の場合、契約終了を条件に全額返金の適用を受けられます※契約時に同意書契約を結んだ場合のみ適用※落ち幅3.0%での計算に限る※中途解約手数料なし。「脂肪冷却１回分無料」※3ヵ月以上のコースのみ適用※契約時の申し出のみ有効。※他キャンペーンとの併用不可※コースによって適用できる条件が異なります""","""「最大79%OFF」※他キャンペーンとの併用不可 ※モニター協力が条件となります<br>「ダイエット成功率94%」※当院で3ヶ月以上継続された方の統計データ（2023年度実績）<br>「全額返金保証」※他キャンペーンとの併用不可 ※契約時に同意契約書を結んだ場合のみで適用<br>※ 一般料金とは写真公開などのモニター割引を適用しない料金です。<br>※ モニター募集要項｜男女共通：治療開始前後の体重測定・治療に関するアンケート等にご協力いただける方（その他の詳細はカウンセリング時にご案内いたします）<br>※1 キャンペーン適用時の料金です。<br>※2 選べる美容施術は、初回施術時より施術可能です。各施術内容詳細は下部に別途記載しております。<br>※3 提携状況によっては、ピラティスかパーソナルジムのどちらか１つの場合もございます。<br>※ 自由診療のため保険適用外<br>※ 掲載料金は予告なく変更される場合がございます。""",,"""「痩せなかったら全額返金」※一部適用条件がございます。契約時に同意書の締結をした場合のみ適用。<br> 「リバウンドしない率99.8％」※2023年7月〜2024年」10月までのコース卒業者対象。""",,"""※脂肪買取キャンペーン：1kg痩せるごとに1万円キャッシュバック。 <br>※全額返金保証制度は痩身治療プラン限定です。 <br>※効果には個人差があります。"""
口コミ1画像（コスパ）,口コミセクション1つ目の画像パス（コスパタブ）,/images/review_icon/review_icon1.webp,/images/review_icon/review_icon10.webp,/images/review_icon/review_icon4.webp,/images/review_icon/review_icon7.webp,/images/review_icon/review_icon3.webp,/images/review_icon/review_icon3.webp
